imdbID,movieTitle,sceneAddress,sceneDescription,sceneLat,sceneLon
tt0091578,My Beautiful Laundrette (1985),"Stewarts Road, Wandsworth, London, England, UK",attack on Warnecke,51.4756706,-0.141158
tt0396752,Nanny McPhee (2005),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0465234,National Treasure: Book of Secrets (2007),"Richmond Theatre, The Green, Richmond, Surrey, England, UK",Lincoln assassination scene,51.462149,-0.3039493
tt0465234,National Treasure: Book of Secrets (2007),"Lancaster House, The Mall, St. James's, London, England, UK",Buckingham Palace interior,51.5037763,-0.1391568
tt0042788,Night and the City (1950),"Goodwins Court, Covent Garden, London, England, UK",fictional Silver Fox club,51.511086,-0.126067
tt0042788,Night and the City (1950),"London Film Studios, Shepperton, Surrey, England, UK",studio,51.3922201,-0.4423357
tt0042788,Night and the City (1950),"St Martin's Lane, Covent Garden, London, England, UK",Widmark runs off this street to go into alleyway on the way to Silver Fox club,51.5106809,-0.1269616
tt0042788,Night and the City (1950),"Dean Street, Soho, London, England, UK",Tierney hails a taxi in this street when looking for Widmark,51.5141829,-0.1328596
tt0465551,Notes on a Scandal (2006),"Parliament Hill, Hampstead Heath, Hampstead, London, England, UK",Barbara's park bench overlooking central London,51.5596375,-0.1597028
tt0465551,Notes on a Scandal (2006),"145 Holloway Road, London, England, UK",Outside pharmacy,51.5493432,-0.1082422
tt0465551,Notes on a Scandal (2006),"Gospel Oak, London, England, UK",on location,51.556394,-0.148184
tt0465551,Notes on a Scandal (2006),"2 Wembury Road, Highgate, London, England, UK",Barbara's house,51.5733468,-0.140169
tt0465551,Notes on a Scandal (2006),"20 Upper Park Road, Belsize Park, London, England, UK",Sheba's house,51.5496681,-0.1603421
tt0465551,Notes on a Scandal (2006),"Cavendish Hotel, Grand Parade, Eastbourne, East Sussex, England, UK",Christmas dinner scenes,50.764332,0.288506
tt0465551,Notes on a Scandal (2006),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt0465551,Notes on a Scandal (2006),"Gordon House Road, Kentish Town, London, England, UK",the tunnel Sheba cycles under and sees Steven and also where she later meets him at night,51.5555606,-0.1492331
tt0465551,Notes on a Scandal (2006),"Royal Parade, Eastbourne, East Sussex, England, UK",Barbara's house - interior,50.777269,0.3038633
tt0465551,Notes on a Scandal (2006),"Southall Railway Centre, Southall, Middlesex, England, UK",night time liaisons by railway,51.50595,-0.37859
tt0465551,Notes on a Scandal (2006),"The Haverstock Arms, Haverstock Hill, Belsize Park, London, England, UK",pub where Barbara meets Sheba and learns about the affair,51.5490813,-0.1619541
tt0125439,Notting Hill (1999),"The Hempel Hotel, Craven Hill Gardens, Bayswater, London, England, UK", Anna & William's wedding reception,51.51308,-0.1823544
tt0125439,Notting Hill (1999),"Portobello Road, Notting Hill, London, England, UK", exteriors,51.5170287,-0.2058864
tt0125439,Notting Hill (1999),"Shepperton Studios, Shepperton, Surrey, England, UK", the Travel Bookshop and Tony's Restaurant,51.4066417,-0.4643616
tt0125439,Notting Hill (1999),"Kenwood House, Hampstead Heath, Hampstead, London, England, UK",Henry James filming,51.571337,-0.1676169
tt0125439,Notting Hill (1999),"Nobu Restaurant, Metropolitan Hotel, 19 Old Park Lane, Mayfair, London, England, UK",Anna & William's dinner date,51.5051313,-0.1501606
tt0125439,Notting Hill (1999),"142 Portobello Road, Notting Hill, London, England, UK",Will's bookshop,51.5146708,-0.2041693
tt0125439,Notting Hill (1999),"Coronet Cinema, Notting Hill Gate, Notting Hill, London, England, UK",William watches Anna's sci-fi movie,51.5085456,-0.198123
tt0125439,Notting Hill (1999),"280 Westbourne Park Road, Notting Hill, London, England, UK",Will's flat,51.5168297,-0.205895
tt0125439,Notting Hill (1999),"Savoy Hotel, Strand, London, England, UK",final press conference,51.5101018,-0.1207534
tt0125439,Notting Hill (1999),"The Ritz, Piccadilly, London, England, UK",Anna's London hotel,51.5069446,-0.1415776
tt0125439,Notting Hill (1999),"UCI Empire Cinema, Leicester Square, Soho, London, England, UK",William and Anna attend her premiere at end of film,51.5108661,-0.1303966
tt0125439,Notting Hill (1999),"91 Lansdowne Road, Notting Hill, London, England, UK",Bella and Max's house,51.5128078,-0.2084422
tt0125439,Notting Hill (1999),"201 Portobello Road, Notting Hill, London, England, UK",Tattoo parlour,51.5160256,-0.2051719
tt0125439,Notting Hill (1999),"105 Golborne Road, London, England, UK",Tony's restaurant,51.5212547,-0.209134
tt0125439,Notting Hill (1999),"303 Westbourne Park Road, Notting Hill, London, England, UK",Will bumps into Anna,51.5167541,-0.2053767
tt1266029,Nowhere Boy (2009),"Ickenham, Middlesex, England, UK",exterior: Julia Lennon's house,51.5209868,-0.41598
tt1266029,Nowhere Boy (2009),"Sacred Heart Catholic College, Crosby, Merseyside, England, UK",interiors: school,53.4868064,-3.0219127
tt1266029,Nowhere Boy (2009),"Blackpool, Lancashire, England, UK",Blackpool Evening Gazette,53.8175053,-3.0356748
tt1266029,Nowhere Boy (2009),"Hatch End, Middlesex, England, UK",exetriors: 'Mendips',51.606071,-0.3567
tt0496806,Ocean's Thirteen (2007),"Moorgate, London, England, UK",street scenes,51.5170547,-0.0888072
tt0086034,Octopussy (1983),"RAF Lakenheath, Suffolk, England, UK", Germany,52.4054439,0.5619765
tt0086034,Octopussy (1983),"RAF Northolt, Ruislip, London, England, UK", West German airbase,51.5565013,-0.4160701
tt0086034,Octopussy (1983),"Oakley, Buckinghamshire, England, UK", used to fly through,51.799866,-1.0722718
tt0086034,Octopussy (1983),"Nene Valley Railway, Peterborough, Cambridgeshire, England, UK",Train scenes,52.5681992,-0.3893065
tt0086034,Octopussy (1983),"Old War Office Building, Whitehall, Westminster, London, England, UK",Mi6 headquarters,51.5054188,-0.1259695
tt0086034,Octopussy (1983),"Wansford Railway Station, Wansford, Nene Valley Railway, Cambridgeshire, England, UK",train scenes,52.5681992,-0.3893065
tt0086034,Octopussy (1983),"Wansford, Peterborough, Cambridgeshire, England, UK",train scenes,52.5758419,-0.412227
tt0086034,Octopussy (1983),"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio exteriors: Kamal Khan's palace,51.5480318,-0.5349938
tt0086034,Octopussy (1983),"Orton Mere, Peterborough, Cambridgeshire, England, UK",train scenes,52.557612,-0.2809779
tt0086034,Octopussy (1983),"Peterborough, Cambridgeshire, England, UK",train scenes,52.5694985,-0.2405299
tt0086034,Octopussy (1983),"Whitehall, Westminster, London, England, UK",Mi6 headquarters,51.5045925,-0.1262675
tt0086034,Octopussy (1983),"Ferry Meadows, Peterborough, Cambridgeshire, England, UK",train scenes,52.5589476,-0.3026065
tt0086034,Octopussy (1983),"National Maritime Museum, Greenwich, London, England, UK",exterior Kremlin National Fine Art Repository,51.480875,-0.005289
tt0086034,Octopussy (1983),"New Bond Street, Mayfair, London, England, UK",Bond leaves auction house,51.512012,-0.1441634
tt0086034,Octopussy (1983),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0086034,Octopussy (1983),"Sotheby's, 35 New Bond Street, Mayfair, London, England, UK",auction,51.5118618,-0.1438508
tt0086034,Octopussy (1983),"Wansford Level Crossing, Wansford Railway Station, Wansford, Nene Valley Railway, Cambridgeshire, England, UK",train scenes,52.5681992,-0.3893065
tt0086034,Octopussy (1983),"Weir, Orton Mere, Peterborough, Cambridgeshire, England, UK",death of agent 009,52.556404,-0.2796295
tt0086034,Octopussy (1983),"Black Park, Iver Heath, Buckinghamshire, England, UK",twins pursue agent 009 - twins pursue James Bond,51.5395974,-0.5503115
tt0064757,On Her Majesty's Secret Service (1969),"Big Ben, Houses of Parliament, Westminster, London, England, UK",scene after opening credits,51.5007292,-0.1246254
tt0064757,On Her Majesty's Secret Service (1969),"College Of Arms, Queen Victoria Street, Blackfriars, London, England, UK",College of Arms scene,51.5122355,-0.0986283
tt0064757,On Her Majesty's Secret Service (1969),"Marlow, Buckinghamshire, England, UK",M's home,51.5719443,-0.7769422
tt0064757,On Her Majesty's Secret Service (1969),"Queen Victoria Street, Blackfriars, London, England, UK",Royal College of Arms scene,51.5121403,-0.1036681
tt0064757,On Her Majesty's Secret Service (1969),"Houses of Parliament, Westminster, London, England, UK",scene after opening credits,51.4994794,-0.1248092
tt0064757,On Her Majesty's Secret Service (1969),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0089755,Out of Africa (1985),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0089755,Out of Africa (1985),"England, UK",Danish winter scene,52.3555177,-1.1743197
tt0089755,Out of Africa (1985),"Castle Rising, Norfolk, England, UK",Danish Scenes,52.798091,0.470443
tt0082869,Outland (1981),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt1797469,Page Eight (TV Movie 2011),"Belgravia, London, England, UK",Santini restaurant,51.4982272,-0.1535489
tt0105112,Patriot Games (1992),"Old Royal Naval College, Greenwich, London, England, UK",College where Ryan gives lecture. Standing in for Buckingham Palace,51.4832762,-0.0055729
tt0105112,Patriot Games (1992),"Burlington Arcade, Piccadilly, London, England, UK",bookshop,51.5089779,-0.140237
tt0105112,Patriot Games (1992),"Canary Wharf, Isle of Dogs, London, England, UK",scene of Miller's escape,51.4921822,-0.0241566
tt0105112,Patriot Games (1992),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0213149,Pearl Harbor (2001),"Eastbourne, East Sussex, England, UK",dogfight off coast,50.768035,0.290472
tt0054167,Peeping Tom (1960),"Newman Arms - 23 Rathbone Street, Fitzrovia, London, England, UK",Pub below Dora's flat,51.5181612,-0.1352162
tt0054167,Peeping Tom (1960),"29 Rathbone Place, Fitzrovia, London, England, UK",The Newsagents,51.5183162,-0.1354159
tt0054167,Peeping Tom (1960),"5 Melbury Road, West Kensington, London, England, UK",Mark's house,51.4994074,-0.2038355
tt0054167,Peeping Tom (1960),"Newman Passage, Fitzrovia, London, England, UK",Dora's Flat,51.5178231,-0.1350958
tt0054167,Peeping Tom (1960),"Whitefield Secondary Modern School, Claremont Road, Cricklewood, London, England, UK",The library where Helen works,51.5737758,-0.2177028
tt0472160,Penelope (2006),"56 Holland Park, Holland Park, London, England, UK",Edward Vanderman's house exterior,51.5056597,-0.2081772
tt0472160,Penelope (2006),"Land Registry, 32 Lincoln's Inn Fields, Holborn, London, England, UK",City Hospital,51.3790257,-0.0987964
tt0024436,Perfect Understanding (1933),"Gosport, Hampshire, England, UK",location,50.794995,-1.117547
tt0024436,Perfect Understanding (1933),"Portsmouth Harbour, Gosport, Hampshire, England, UK",location,50.794995,-1.117547
tt2431286,Philomena (2013),"London Marriott Hotel, Regents Park, London, England, UK", DC hotel interior scenes,51.5421896,-0.1702861
tt2431286,Philomena (2013),"Rostrevor, County Down, Northern Ireland, UK", Ireland: Sixsmith picks up Philomena to visit Roscrea,54.100554,-6.197291
tt2431286,Philomena (2013),"Shirburn Castle, Watlington, Oxfordshire, England, UK",Roscrea Convent cemetery,51.6573022,-0.9927338
tt2431286,Philomena (2013),"Harefield Grove, Harefield, London, England, UK",Roscrea Convent front entrance,51.6137134,-0.4739587
tt2431286,Philomena (2013),"Stansted Airport, Essex, England, UK",UK Airport,51.8860181,0.2388661
tt0084503,Pink Floyd: The Wall (1982),"Royal Horticultural Halls & Conference Centre, Vincent Square, Westminster, London, England, UK",fascist rally scenes,51.4944719,-0.1343731
tt0084503,Pink Floyd: The Wall (1982),"Wembley Stadium, Wembley, London, England, UK",U.S. riot scenes,51.5560208,-0.2795188
tt0084503,Pink Floyd: The Wall (1982),"Saunton Sands, Devon, England, UK",bunker scenes,51.0915047,-4.2250938
tt0084503,Pink Floyd: The Wall (1982),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0084503,Pink Floyd: The Wall (1982),"The Royal Masonic School, Bushey, Hertfordshire, England, UK",School scenes,51.647979,-0.473601
tt0084503,Pink Floyd: The Wall (1982),"Kensington Gas Works, London, England, UK",Dead rat scene,51.5267902,-0.2221932
tt0063443,Play Dirty (1969),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0256276,Possession (2002),"Athenaeum Club, Pall Mall, St. James's, London, England, UK",Public lecture venue,51.5068016,-0.1327504
tt0414387,Pride & Prejudice (2005),"Chatsworth House, Edensor, Derbyshire, England, UK",Pemberley exteriors/Pemberley's grand staircase/Pemberley's sculpture gallery,53.2275433,-1.6114274
tt0414387,Pride & Prejudice (2005),"Stourhead Garden, Warminster, Wiltshire, England, UK",Darcy's first proposal - at the Temple of Apollo,51.1051101,-2.3179141
tt0414387,Pride & Prejudice (2005),"Basildon Park, Lower Basildon, Berkshire, England, UK",Netherfield,51.4991794,-1.1215626
tt0414387,Pride & Prejudice (2005),"Burghley House, Stamford, Lincolnshire, England, UK",Rosings Park,52.6424935,-0.4525313
tt0414387,Pride & Prejudice (2005),"Groombridge Place, Groombridge, Kent, England, UK",Longbourn,51.1129798,0.1857114
tt0414387,Pride & Prejudice (2005),"Wilton House, Wilton, Salisbury, Wiltshire, England, UK",Pemberley's drawing room,51.0785664,-1.8592917
tt0414387,Pride & Prejudice (2005),"Haddon Hall, Bakewell, Derbyshire, England, UK",Elizabeth's bedroom/the inn at Lambton,53.193965,-1.649593
tt0414387,Pride & Prejudice (2005),"Weekley, Northamptonshire, England, UK",Mr Collins vicarage,52.4191239,-0.69879
tt0414387,Pride & Prejudice (2005),"Stanage Edge, Hathersage Moor, Hathersage, Derbyshire, England, UK",Elizabeth standing on precipice,53.347292,-1.633261
tt0414387,Pride & Prejudice (2005),"St George's Square, Stamford, Lincolnshire, England, UK",Meryton village scenes,52.6515414,-0.4761499
tt0414387,Pride & Prejudice (2005),"Stamford, Lincolnshire, England, UK",Meryton village/Milliner's shop,52.651282,-0.480216
tt0473075,Prince of Persia: The Sands of Time (2010),"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5480318,-0.5349938
tt0473075,Prince of Persia: The Sands of Time (2010),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0228750,Proof of Life (2000),"Stowe School, Buckingham, Buckinghamshire, England, UK",Terry's son's school,52.028627,-1.025114
tt0048990,Pursuit of the Graf Spee (1956),"Cromarty Firth, Invergordon, Highland, Scotland, UK",re-fuelling scene,57.6862776,-4.1702625
tt0048990,Pursuit of the Graf Spee (1956),"Portsmouth, Hampshire, England, UK","on board the ""Argonaut""",50.8197675,-1.0879769
tt0048990,Pursuit of the Graf Spee (1956),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0830515,Quantum of Solace (2008),"Farnborough Airfield, Hampshire, England, UK", Austria airport,51.283236,-0.776563
tt0830515,Quantum of Solace (2008),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0082970,Ragtime (1981),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0082971,Raiders of the Lost Ark (1981),"Rickmansworth Masonic School for Girls, Chorleywood Road, Rickmansworth, Hertfordshire, England, UK",Barnett College,51.647979,-0.473601
tt0082971,Raiders of the Lost Ark (1981),"EMI Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt1259574,Red Riding: The Year of Our Lord 1974 (TV Movie 2009),"Ferrybridge, Yorkshire, England, UK",Ferrybridge Power Station,53.7098553,-1.2709415
tt1260581,Red Riding: The Year of Our Lord 1980 (TV Movie 2009),"Leeds Metropolitan University, Leeds, West Yorkshire, England, UK", since demolished and now Leeds Arena site,53.8036425,-1.5474292
tt1260581,Red Riding: The Year of Our Lord 1980 (TV Movie 2009),"Ferrybridge, Yorkshire, England, UK",Ferrybridge Power Station,53.7098553,-1.2709415
tt1259573,Red Riding: The Year of Our Lord 1983 (TV Movie 2009),"Beach Crescent Stainforth, Doncaster, Yorkshire, England, UK",Piggott drives home,53.5988207,-1.0200848
tt1259573,Red Riding: The Year of Our Lord 1983 (TV Movie 2009),"Harrogate, North Yorkshire, England, UK",Hookstone Road - Mcguiness's House,53.99212,-1.541812
tt1259573,Red Riding: The Year of Our Lord 1983 (TV Movie 2009),"Chapel Allerton, Leeds, West Yorkshire, England, UK",Primary School,53.8288591,-1.5379202
tt1259573,Red Riding: The Year of Our Lord 1983 (TV Movie 2009),"Leeds, West Yorkshire, England, UK",HMP Leeds in Armley,53.8007554,-1.5490774
tt1259573,Red Riding: The Year of Our Lord 1983 (TV Movie 2009),"Leeds, West Yorkshire, England, UK",Temple Newsam House - the prison building,53.8007554,-1.5490774
tt0059646,Repulsion (1965),"Hammersmith Bridge, Hammersmith, London, England, UK",Carol walking by a car accident,51.4908975,-0.2273046
tt0059646,Repulsion (1965),"Thurloe Place, South Kensington, London, England, UK",beauty salon and Hoop & Toy pub,51.4956487,-0.1720047
tt0059646,Repulsion (1965),"Exhibition Road, South Kensington, London, England, UK",crack in the pavement,51.4981806,-0.1741009
tt0059646,Repulsion (1965),"1-12 Kensington Mansions, Trebovir Road, Kensington, London, England, UK",apartment exteriors,51.4910083,-0.1963601
tt0059646,Repulsion (1965),"Dino's, 1-3 Pelham Street, Kensignton, London, England, UK",Carol has fish and chips,51.4941145,-0.1744669
tt0059646,Repulsion (1965),"Twickenham Studios, London, England, UK",studio studio: made at,51.455612,-0.31888
tt0059646,Repulsion (1965),"Nazareth House, 169-175 Hammersmith Road, Hammersmith, London, England, UK",building with nuns overlooked by Helen and Carol,51.4931767,-0.2182083
tt0089908,Return to Oz (1985),"Salisbury Plain, Wiltshire, England, UK",Kansas scenes,51.2559662,-1.6220068
tt0089908,Return to Oz (1985),"Elstree Studios, Borehamwood, Hertfordshire, England, UK",studio,51.6581399,-0.2692358
tt0089913,Revolution (1985),"King's Lynn, Norfolk, England, UK",New York scenes,52.7516798,0.4022963
tt0089913,Revolution (1985),"Ely, Cambridgeshire, England, UK",Philidelphia scenes,52.399539,0.262363
tt0089913,Revolution (1985),"Burrator Reservoir, Dartmoor, Devon, England, UK",estuary scenes,50.4940115,-4.0437487
tt0365686,Revolver (2005),"Park Lane Hotel, Piccadilly, London, England, UK",interiors,51.5050009,-0.1472515
tt0114279,Richard III (1995),"Battersea Power Station, Battersea, London, England, UK",final scenes,51.4818232,-0.1443989
tt0114279,Richard III (1995),"Brighton Pavilion, Brighton, East Sussex, England, UK",King Edward's country retreat,50.8223517,-0.1376855
tt0114279,Richard III (1995),"Earl's Court, London, England, UK",Richard's rally,51.490331,-0.1958417
tt0114279,Richard III (1995),"Senate House, University College London, Malet Street, Bloomsbury, London, England, UK",interiors: Richard's headquarters,51.5210743,-0.1287353
tt0114279,Richard III (1995),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0114279,Richard III (1995),"St. Cuthbert's Church, Earl's Court, London, England, UK",palace ballroom,51.4912602,-0.2003904
tt0114279,Richard III (1995),"St. Pancras Chambers, St. Pancras Station, St. Pancras, London, England, UK",exteriors: Edward's Palace,51.529797,-0.1257718
tt0114279,Richard III (1995),"Steamtown Railway Museum, Carnforth, Lancashire, England, UK",Richard III's military headquarters,54.1310038,-2.7730781
tt0114279,Richard III (1995),"Tate Modern, Bankside, Southwark, London, England, UK",The Tower of London was Bankside Power Station,51.5075953,-0.0993564
tt0114279,Richard III (1995),"County Hall, South Bank, Lambeth, London, England, UK",interiors: Tower of London,51.5016102,-0.1191545
tt0114279,Richard III (1995),"Lincoln's Inn Fields, Holborn, London, England, UK",breakfast scene,51.5163736,-0.1183003
tt0114279,Richard III (1995),"Strawberry Hill House, Twickenham, Middlesex, England, UK",royal bathroom,51.4382328,-0.3347152
tt0955308,Robin Hood (2010),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0955308,Robin Hood (2010),"Virginia Water, Surrey, England, UK",Boat Scenes,51.4060025,-0.578607
tt0102798,Robin Hood: Prince of Thieves (1991),"Hadrian's Wall, Northumberland, England, UK",Where Robin fights some sheriffs men before arriving at his father's castle,55.0022966,-2.3758578
tt0102798,Robin Hood: Prince of Thieves (1991),"Aysgarth Falls, Aysgarth, Wensleydale, North Yorkshire, England, UK",Where Robin fights Little John,54.2912064,-1.9836954
tt0102798,Robin Hood: Prince of Thieves (1991),"Hardraw Force, Hardraw, Wensleydale, North Yorkshire, England, UK",Where Marion sees Robin swimming,54.3191363,-2.202907
tt0102798,Robin Hood: Prince of Thieves (1991),"Hulne Priory, Northumberland, England, UK",Maid Marion's home,55.4350333,-1.7429393
tt0102798,Robin Hood: Prince of Thieves (1991),"Seven Sisters, East Sussex, England, UK",Where Robin and Azim land from France,50.7477402,0.1898479
tt0102798,Robin Hood: Prince of Thieves (1991),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt1032755,RocknRolla (2008),"Tower Hill, London, England, UK",Nightclub scene with Bouncer - filmed at corner of Crutched Friar and Coopers Row,51.5095581,-0.0759519
tt1032755,RocknRolla (2008),"Abbotsbury Close, Newham, East London, UK",Chase with Russians after robbery.,51.5322667,-0.0061378
tt1032755,RocknRolla (2008),"Barbican, London, England, UK",The scene with the counciler getting his plums squeezed by Lenny,51.5200768,-0.093263
tt1032755,RocknRolla (2008),"Stoke Park House, Park Road, Stoke Poges, Buckinghamshire, England, UK",golf course scene,51.5346796,-0.6027663
tt1979320,Rush (2013),"Norfolk, England, UK", Pit Exit race scenes,52.6139686,0.8864021
tt1979320,Rush (2013),"Brands Hatch racing track, Kent, England, UK", Monza and Fiorano.,51.3584877,0.2524683
tt1979320,Rush (2013),"Cadwell Park, Lincolnshire, England, UK",race car sequences,53.3110682,-0.0617765
tt1979320,Rush (2013),"Easton Neston, Towcester, Northamptonshire, England, UK",Lord Hesketh's House - exteriors,52.1395418,-0.9629972
tt1979320,Rush (2013),"Louth, Lincolnshire, England, UK",External shots at Cordeaux School,53.365962,-0.007711
tt1979320,Rush (2013),"Donington Park, Wilson, Leicestershire, England, UK",Racing Scenes,52.8305468,-1.3788403
tt1979320,Rush (2013),"Evolution Printing, Stanhope Road, Camberley, UK",Film location for the McLaren Racing Factory,51.3326838,-0.7661464
tt0409184,Russian Dolls (2005),"Chalcot Road, Primrose Hill, London, England, UK",Wendy's flat,51.5400101,-0.1534848
tt0409184,Russian Dolls (2005),"Primrose Hill, London, England, UK",View of London skyline,51.538449,-0.154993
tt0409184,Russian Dolls (2005),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0028212,Sabotage (1936),"Gainsborough Studios, Shepherd's Bush, London, England, UK",studio,51.5056228,-0.226247
tt0318649,Sahara (2005),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0089961,Santa Claus: The Movie (1985),"Albert R. Broccoli 007 Stage, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio interiors: Santa's workshop,51.5480318,-0.5349938
tt0089961,Santa Claus: The Movie (1985),"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK",studio,51.5474923,-0.5346549
tt0120815,Saving Private Ryan (1998),"Thame Park, Thame, Oxfordshire, England, UK", all the shots of large fields and the half-track ambush,51.7321594,-0.9746068
tt0457513,Scoop (2006),"The Reform Club, Pall Mall, St. James's, London, England, UK",Governor's Club,51.506551,-0.1334814
tt0457513,Scoop (2006),"CityPoint, Moorgate, London, England, UK",Peter Lyman's office building exterior,51.5194907,-0.0899984
tt0457513,Scoop (2006),"Moroccan Tagine Restaurant, Notting Hill, London, England, UK",Sondra's birthday dinner scene,51.5149012,-0.1940014
tt0457513,Scoop (2006),"Queen Alexandra's House, Kensington Gore, South Kensington, London, England, UK",building where Betty G. lived,51.5006091,-0.1785701
tt0457513,Scoop (2006),"The Empire, Shepherd's Bush, London, England, UK",theatre where Sid Waterman invited Sondra Pransky on stage,51.5034966,-0.2242238
tt2125608,Searching for Sugar Man (2012),"Big Ben, Houses of Parliament, Westminster, London, England, UK",photograph,51.5007292,-0.1246254
tt0063571,Secret Ceremony (1968),"Associated British Elstree Studios, Shenley Road, Borehamwood, Hertfordshire, England, UK",studio,51.6580868,-0.269287
tt0063571,Secret Ceremony (1968),"Kensal Green Cemetery, Harrow Road, Kensal Green, London, England, UK",Molyneaux monument,51.528066,-0.2173654
tt0117589,Secrets & Lies (1996),"Junction of Whitehouse Way and Hampden Way, Southgate, London, England, UK",Roxanne and Paul sit at the bus stop,51.6245316,-0.1372474
tt0117589,Secrets & Lies (1996),"Quilter Street, Bethnal Green, London, England, UK",Cynthia's house,51.5288085,-0.0685512
tt0117589,Secrets & Lies (1996),"The Green, Winchmore Hill, London, England, UK",Maurice's Shop,51.6341371,-0.1027867
tt0117589,Secrets & Lies (1996),"Whitehouse Way, Southgate, London, England, UK",Maurice's house,51.6252453,-0.1397812
tt0114388,Sense and Sensibility (1995),"Efford House, Plymouth, Devon, England, UK",Barton cottage,50.317371,-3.963274
tt0114388,Sense and Sensibility (1995),"Montacute House, Montacute, Somerset, England, UK",Cleveland,50.951743,-2.7139984
tt0114388,Sense and Sensibility (1995),"Berry Pomeroy Church, Berry Pomeroy, Devon, England, UK",Marianne and Brandon's wedding,50.4372294,-3.6504677
tt0114388,Sense and Sensibility (1995),"Compton Castle, Marldon, Paignton, Devon, England, UK",Combe Magna,50.4727217,-3.5975006
tt0114388,Sense and Sensibility (1995),"Mompesson House, Salisbury, Wiltshire, England, UK",Mrs Jenning's London town-house,51.066758,-1.798473
tt0114388,Sense and Sensibility (1995),"Mothecombe House, Holbeton, Devon, England, UK",drawing room of Mrs. Jennings' London house,50.317371,-3.963274
tt0114388,Sense and Sensibility (1995),"Saltram House, Plympton, Plymouth, Devon, England, UK",Norland Park,50.3805235,-4.0800113
tt0114388,Sense and Sensibility (1995),"Trafalgar Park, North Salisbury, Wiltshire, England, UK",Barton Park,51.0129915,-1.7363165
tt0114388,Sense and Sensibility (1995),"Wilton House, Wilton, Salisbury, Wiltshire, England, UK",ballroom scenes,51.0785664,-1.8592917
tt0114388,Sense and Sensibility (1995),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0138097,Shakespeare in Love (1998),"Broughton Castle, Banbury, Oxfordshire, England, UK", Middle Temple,52.0403957,-1.3918965
tt0138097,Shakespeare in Love (1998),"Barnes, London, England, UK",River Scenes,51.4752941,-0.2392052
tt0138097,Shakespeare in Love (1998),"Holkham Hall and Estate, Norfolk, England, UK",beach in final scene,52.949851,0.803677
tt0138097,Shakespeare in Love (1998),"Smithfield, Holborn, London, England, UK",St. Bartholomew the Great,51.517879,-0.103246
tt0138097,Shakespeare in Love (1998),"Shepperton Studios, Shepperton, Surrey, England, UK",studio,51.4066417,-0.4643616
tt0111149,Shallow Grave (1994),"6 North East Circus Place, New Town, Edinburgh, Scotland, UK",flat shared by the 3 main characters,55.9575494,-3.2036451
tt0111149,Shallow Grave (1994),"North Bridge, Edinburgh, Scotland, UK",road scenes,55.9517348,-3.1883086
tt0111149,Shallow Grave (1994),"Royal Alexandra Hospital, Paisley, Renfrewshire, Scotland, UK",hospital scenes,55.835201,-4.4377872
tt0111149,Shallow Grave (1994),"Tyne Bridge, Newcastle upon Tyne, England, UK",seen on television doubling for Sydney Harbour Bridge,54.9692507,-1.6074232
tt1092634,Shanghai (2010),"Freemason's Hall, Great Queen Street, Covent Garden, London, England, UK",Shanghai Herald Office,51.5150152,-0.1210856
